,SMILES,log CMC,traintest,pred,type,err,Molecules,Molecule name,Molecule weight,Average temperature,CMC (M),Convertable,Component 1,Component 2
216,CCCCCCOCCOCCOCCOCCO,4.954242509439325,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9F435A0>,HEXYL/OXYETHYLENE/4 ALCOHOL,278.4,20.0,0.09,True,-0.6395124648169932,-0.08517054584598434
217,CCCCCCOCCOCCOCCOCCOCCO,4.9661417327390325,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9F41BD0>,HEXYL/OXYETHYLENE/5 ALCOHOL,322.5,20.0,0.0925,True,-0.6385675894448561,-0.0839138763267011
218,CC(C)(C)OCCOCCOCCOCCOCCOCCO,5.959041392321094,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9F400B0>,I-METHYL PROPYL/OXYETHYLENE/6 ALCOHOL,338.5,20.0,0.91,True,-0.316306615231573,0.18660002998639946
219,C[N+](C)([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.672097857935717,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9FD5C40>,NN-DIMETHYL 1-1-DIHYDROPENTADECAFLUORO OCTYL AMINE N-OXIDE /C7F15CH2N/CH3/20/,443.2,25.0,0.00047,True,-0.38258505295852885,0.05730932372881189
220,CCCCCCCCC[N+](C)(C)[O-],4.732393759822968,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9FD43C0>,NONYL DIMETHYL AMINE OXIDE,187.3,25.0,0.054,True,-0.6162621856459951,-0.08279165650541151
221,CCCCCCCCCCCCCCCCCC[n+]1ccccc1.O=[N+]([O-])[O-],2.1072099696478683,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9FD5690>,OCTADECYL PYRIDINIUM NITRATE,394.7,25.0,0.000128,True,-0.4911485173543321,-0.08192928442907293
222,CCCCCCCCCCCCCCCCCC[N+](CC)(CC)CC.[O-][Br+2]([O-])[O-],2.397940008672037,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9FD5FC0>,OCTADECYL TRIETHYLAMMONIUM BROMATE,482.7,25.0,0.00025,True,-0.5648467685725921,-0.06788042280015949
223,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[O-][Br+2]([O-])[O-],2.519827993775719,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E1B450>,OCTADECYL TRIMETHYLAMMONIUM BROMATE,440.6,25.0,0.000331,True,-0.545426081405302,-0.05829467899729232
224,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.O=C[O-],2.6434526764861874,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E19AF0>,OCTADECYL TRIMETHYLAMMONIUM FORMATE,357.7,25.0,0.00044,True,-0.21722500842362763,-0.0658402985336
225,CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,4.113943352306837,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E1B7D0>,OCTYL /OXYETHYLENE/ 9 ALCOHOL,526.7,25.0,0.013,True,-0.6304585634913625,-0.08002283325446082
226,CCCCCCCCCC.CCCCCCCC[N+](C)(C)C.CCCCCCCC[N+](C)(C)C.O=S(=O)([O-])[O-],3.278753600952829,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E1B3E0>,OCTYL TRIMETHYLAMMONIUM DECANE SULFATE,409.7,25.0,0.0019,True,0.2573999823150605,0.11995302096760156
227,CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCC[N+](C)(C)C,2.633468455579586,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E1A030>,OCTYL TRIMETHYLAMMONIUM DODECYL SULFATE,437.8,25.0,0.00043,True,-0.3073297620541777,-0.07029997455464373
228,CCCCCCCCS(=O)(=O)[O-].CCCCCCCC[N+](C)(C)C,4.304490527773488,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E19C40>,OCTYL TRIMETHYLAMMONIUM OCTANE SULFONATE,365.6,25.0,0.02016,True,-0.10119661127631074,-0.041087765910389124
229,CCCCCCCCCCCCc1cccc(S(=O)(=O)[O-])c1.[Na+],3.164352855784437,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E1AF10>,SODIUM 3-N-DODECYL BENZENE SULFONATE,348.4,25.0,0.00146,True,1.0757068636284735,-0.18278407000905394
230,CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],3.2013971243204518,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E195B0>,SODIUM 4-N-DODECYL BENZENE SULFONATE,348.4,25.0,0.00159,True,1.0745338848922734,-0.18158904883095256
231,CCCCCCCCCC(=O)[O-].[Na+],4.973127853599698,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E19230>,SODIUM DECANOATE,194.2,25.0,0.094,True,1.090648579881271,-0.14523383667019837
232,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],4.518777068926775,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E18900>,SODIUM DECYL 1 SULFATE,260.3,24.0,0.03302,True,0.9994692920309513,-0.1881464173000838
233,CCCCCCCCC(C)OS(=O)(=O)[O-].[Na+],4.665580991017953,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E18E40>,SODIUM DECYL 2 SULFATE,260.3,22.5,0.0463,True,0.9981924281332639,-0.17568229208637084
234,CCCCC(OC(=O)C(CC(=O)[O-])S(=O)(=O)O)C(CC)CC.[Na+],3.397940008672037,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E19CB0>,SODIUM DI-2-ETHYL-HEXYL SULFOSUCCINATE,444.5,25.0,0.0025,True,0.9787366158446783,-0.04352222612977366
235,CCCCCCCCCCCC(=O)[O-].[Na+],4.38738982633873,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E19B60>,SODIUM DODECANOATE,222.3,25.0,0.0244,True,1.0970745749757103,-0.1501160069214156
236,CCCCCCCCCOS(=O)(=O)[O-].[Na+],4.810098040681143,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E1B4C0>,SODIUM NONYL 1-SULFATE,246.2,21.0,0.06458,True,0.994658884314621,-0.1846201729327417
237,CCCCCCCCOS(=O)(=O)[O-].[Na+],5.12466721769861,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E1A0A0>,SODIUM OCTYL 1 SULFATE,232.2,20.5,0.13325,True,0.9876922954734396,-0.17961302465554901
238,CCCCCCCCS(=O)(=O)[O-].[Na+],5.190331698170292,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E1AD50>,SODIUM OCTYL 1-SULFONATE,216.2,25.0,0.155,True,1.0778066865975051,-0.15800766968472202
239,CCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],3.662757831681574,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E1A570>,SODIUM P-NONYL BENZENE SULFONATE,306.4,20.0,0.0046,True,1.0686519960061274,-0.17658543037900243
240,CCCCCCCCCCCCCC(=O)[O-].[Na+],3.838849090737255,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E18AC0>,SODIUM TETRADECANOATE,250.3,25.0,0.0069,True,1.094545541640975,-0.14934572723956885
241,CCCCCCCCCCCCC(C)OS(=O)(=O)[O-].[Na+],3.514547752660286,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E1B920>,SODIUM TETRADECYL 2 SULFATE,316.4,25.0,0.00327,True,1.0041506029625895,-0.18075793350517
242,CCCCCCCCCCC(CCC)OS(=O)(=O)[O-].[Na+],3.709269960975831,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E1A3B0>,SODIUM TETRADECYL 4 SULFATE,316.4,25.0,0.00512,True,0.9975622137632508,-0.18012946398660376
243,CCCCCCCCCCCOS(=O)(=O)[O-].[Na+],4.204119982655925,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E198C0>,SODIUM UNDECYL 1-SULFATE,274.3,21.0,0.016,True,1.0019915065199514,-0.190107774775175
244,CCCCCCCCCCCCOS(=O)(=O)[O-].C[N+](C)(C)C,3.7375901662857216,,,,,<rdkit.Chem.rdchem.Mol object at 0x00000258C9E185F0>,TETRAMETHYL AMMONIUM DODECYL 1 SULFATE,339.5,25.0,0.0054649999999999,True,0.3732496959501239,1.6113145011530001
